"location","indicator","Unit","Date","Value"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2020Q4","102.8"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2021Q1","104.3"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2021Q2","103"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2021Q3","100.5"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2022Q1","97.5"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2022Q2","97.9"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2022Q3","98.2"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2023Q1","99"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2023Q2","97"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2023Q3","94.8"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1960","12.6424"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1961","12.77504"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1962","13.04819"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1963","13.30218"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1964","13.80398"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1965","14.42319"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1966","15.33764"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1967","16.20575"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1968","17.32929"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1969","18.90771"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1970","20.3263"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1971","21.58069"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1972","22.96901"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1973","25.02367"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1974","27.99387"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1975","30.67071"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1976","32.74374"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1977","35.20931"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1978","38.1566"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1979","42.43449"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1980","47.71519"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1981","52.27441"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1982","55.21825"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1983","56.9275"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1984","59.20506"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1985","61.49226"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1986","63.09794"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1987","65.73419"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1988","68.64245"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1989","72.1162"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1990","75.36678"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1991","76.20782"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1992","78.14235"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1993","79.94943"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1994","82.00501"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1995","84.33682"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1996","85.89845"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1997","87.04221"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1998","89.76933"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","1999","93.02466"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2000","98.453"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2001","101.0967"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2002","103.7009"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2003","106.7792"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2016","102.8"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2017","102"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2019","102.4"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2020","104"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2021","102.5"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2022","98.2"
"Pennsylvania","Cost of Living Index","Index, High=High cost of living","2023","95.6"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1960","15.72171"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1961","15.97167"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1962","16.32249"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1963","16.73586"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1964","17.23654"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1965","17.86978"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1966","18.82099"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1967","19.83314"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1968","20.9716"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1969","22.3967"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1970","23.8133"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1971","25.04197"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1972","26.38489"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1973","28.33935"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1974","31.28288"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1975","33.99618"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1976","36.05655"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1977","38.50179"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1978","41.4347"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1979","45.7905"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1980","51.29285"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1981","56.30218"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1982","59.51924"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1983","61.6172"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1984","64.53791"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1985","67.38065"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1986","70.14874"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1987","73.91098"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1988","77.92036"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1989","82.38319"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1990","85.58413"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1991","87.93932"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1992","89.89159"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1993","91.80987"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1994","93.5321"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1995","95.63731"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1996","97.79237"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1997","99.59721"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1998","100.785"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","1999","102.4927"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2000","105.3013"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2001","108.1662"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2002","111.2775"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2003","114.9028"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2016","122.1"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2017","123.6"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2019","118.7"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2020","119.6"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2021","117.2"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2022","112.9"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2023","110.7"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2017Q1","123.2"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2017Q2","122.3"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2017Q3","123"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2018Q1","122.2"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2019Q1","41"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2019Q2","120.9"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2019Q3","118.5"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2020Q1","118.6"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2020Q3","119.4"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2020Q4","119.6"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2021Q1","118.2"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2021Q2","119.2"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2021Q3","115.8"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2022Q1","112.8"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2022Q2","113.8"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2022Q3","111.2"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2023Q1","110.5"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2023Q2","111.8"
"Rhode Island","Cost of Living Index","Index, High=High cost of living","2023Q3","112"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1960","9.647667"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1961","10.00665"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1962","10.51704"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1963","10.80963"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1964","11.35799"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1965","12.08031"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1966","12.98769"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1967","13.71438"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1968","14.85471"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1969","16.54584"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1970","17.90261"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1971","19.01937"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1972","20.16734"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1973","21.91088"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1974","24.48895"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1975","26.65402"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1976","28.55652"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1977","30.62996"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1978","33.20398"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1979","36.88429"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1980","41.36609"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1981","45.46"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1982","48.09733"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1983","49.93614"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1984","51.86123"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1985","53.62378"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1986","54.84127"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1987","56.94228"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1988","59.27137"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1989","61.98331"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1990","65.03068"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1991","67.01681"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1992","68.94917"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1993","70.8329"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1994","72.74793"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1995","74.82726"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1996","77.19817"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1997","79.2065"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1998","80.58971"
"South Carolina","Cost of Living Index","Index, High=High cost of living","1999","82.42762"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2000","85.66759"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2001","87.86379"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2002","89.48355"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2003","91.52467"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2016","100.5"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2017","99.5"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2019","96.5"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2020","95.9"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2021","93.6"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2022","94.3"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2023","95.3"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2017Q1","100.5"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2017Q2","98.6"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2017Q3","98.4"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2018Q1","98.3"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2019Q1","23"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2019Q2","95.9"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2019Q3","95.1"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2020Q1","95.5"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2020Q3","95.8"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2020Q4","96.2"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2021Q1","94.2"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2021Q2","96.4"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2021Q3","94.8"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2022Q1","93.9"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2022Q2","94.2"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2022Q3","96.3"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2023Q1","96.5"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2023Q2","96.4"
"South Carolina","Cost of Living Index","Index, High=High cost of living","2023Q3","94.3"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1960","14.04997"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1961","14.02892"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1962","14.64961"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1963","14.38587"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1964","14.5309"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1965","15.74639"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1966","16.70715"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1967","17.61885"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1968","18.75236"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1969","19.90447"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1970","21.328"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1971","22.68058"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1972","24.17144"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1973","26.69632"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1974","28.98682"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1975","31.59723"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1976","33.03071"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1977","35.65058"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1978","38.7431"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1979","42.91689"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1980","47.28628"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1981","51.83831"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1982","54.47157"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1983","55.93681"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1984","58.03678"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1985","59.69831"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1986","60.74732"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1987","62.76653"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1988","64.98315"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1989","67.88186"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1990","71.17712"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1991","73.81503"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1992","76.0206"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1993","78.0508"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1994","80.22127"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1995","82.32857"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1996","85.18073"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1997","87.23339"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1998","88.81458"
"South Dakota","Cost of Living Index","Index, High=High cost of living","1999","90.84589"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2000","94.05199"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2001","96.68951"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2002","98.26002"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2003","100.6818"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2016","102.8"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2017","99.5"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2019","100.7"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2020","99.8"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2021","101"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2022","94.5"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2023","92.4"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2017Q1","100.2"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2017Q2","99.6"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2017Q3","95.7"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2018Q1","101.2"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2019Q1","29"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2019Q2","98.5"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2019Q3","96.5"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2020Q1","99.7"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2020Q3","97"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2020Q4","96.4"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2021Q1","98.8"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2021Q2","99"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2021Q3","96.2"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2022Q1","95.2"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2022Q2","93.8"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2022Q3","96.1"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2023Q1","93.8"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2023Q2","93.4"
"South Dakota","Cost of Living Index","Index, High=High cost of living","2023Q3","91.8"
"Texas","Cost of Living Index","Index, High=High cost of living","1960","9.976501"
"Texas","Cost of Living Index","Index, High=High cost of living","1961","10.15252"
"Texas","Cost of Living Index","Index, High=High cost of living","1962","10.35803"
"Texas","Cost of Living Index","Index, High=High cost of living","1963","10.66893"
"Texas","Cost of Living Index","Index, High=High cost of living","1964","11.08048"
"Texas","Cost of Living Index","Index, High=High cost of living","1965","11.63957"
"Texas","Cost of Living Index","Index, High=High cost of living","1966","12.42052"
"Texas","Cost of Living Index","Index, High=High cost of living","1967","13.24319"
"Texas","Cost of Living Index","Index, High=High cost of living","1968","14.39331"
"Texas","Cost of Living Index","Index, High=High cost of living","1969","15.72178"
"Texas","Cost of Living Index","Index, High=High cost of living","1970","17.04302"
"Texas","Cost of Living Index","Index, High=High cost of living","1971","18.13859"
"Texas","Cost of Living Index","Index, High=High cost of living","1972","19.25579"
"Texas","Cost of Living Index","Index, High=High cost of living","1973","21.03026"
"Texas","Cost of Living Index","Index, High=High cost of living","1974","23.67769"
"Texas","Cost of Living Index","Index, High=High cost of living","1975","26.11765"
"Texas","Cost of Living Index","Index, High=High cost of living","1976","28.02584"
"Texas","Cost of Living Index","Index, High=High cost of living","1977","30.24444"
"Texas","Cost of Living Index","Index, High=High cost of living","1978","32.97324"
"Texas","Cost of Living Index","Index, High=High cost of living","1979","36.79992"
"Texas","Cost of Living Index","Index, High=High cost of living","1980","41.38582"
"Texas","Cost of Living Index","Index, High=High cost of living","1981","45.54574"
"Texas","Cost of Living Index","Index, High=High cost of living","1982","48.08516"
"Texas","Cost of Living Index","Index, High=High cost of living","1983","49.58646"
"Texas","Cost of Living Index","Index, High=High cost of living","1984","51.35365"
"Texas","Cost of Living Index","Index, High=High cost of living","1985","53.05763"
"Texas","Cost of Living Index","Index, High=High cost of living","1986","53.90935"
"Texas","Cost of Living Index","Index, High=High cost of living","1987","55.72445"
"Texas","Cost of Living Index","Index, High=High cost of living","1988","57.91914"
"Texas","Cost of Living Index","Index, High=High cost of living","1989","60.55675"
"Texas","Cost of Living Index","Index, High=High cost of living","1990","63.5248"
"Texas","Cost of Living Index","Index, High=High cost of living","1991","65.55537"
"Texas","Cost of Living Index","Index, High=High cost of living","1992","67.44598"
"Texas","Cost of Living Index","Index, High=High cost of living","1993","69.20903"
"Texas","Cost of Living Index","Index, High=High cost of living","1994","70.93183"
"Texas","Cost of Living Index","Index, High=High cost of living","1995","72.87972"
"Texas","Cost of Living Index","Index, High=High cost of living","1996","75.09551"
"Texas","Cost of Living Index","Index, High=High cost of living","1997","77.04005"
"Texas","Cost of Living Index","Index, High=High cost of living","1998","78.36498"
"Texas","Cost of Living Index","Index, High=High cost of living","1999","80.09568"
"Texas","Cost of Living Index","Index, High=High cost of living","2000","83.1519"
"Texas","Cost of Living Index","Index, High=High cost of living","2001","85.26652"
"Texas","Cost of Living Index","Index, High=High cost of living","2002","86.71496"
"Texas","Cost of Living Index","Index, High=High cost of living","2003","88.59041"
"Texas","Cost of Living Index","Index, High=High cost of living","2016","90.7"
"Texas","Cost of Living Index","Index, High=High cost of living","2017","91.2"
"Texas","Cost of Living Index","Index, High=High cost of living","2019","91.9"
"Texas","Cost of Living Index","Index, High=High cost of living","2020","92"
"Texas","Cost of Living Index","Index, High=High cost of living","2021","92.1"
"Texas","Cost of Living Index","Index, High=High cost of living","2022","92.5"
"Texas","Cost of Living Index","Index, High=High cost of living","2023","92.7"
"Texas","Cost of Living Index","Index, High=High cost of living","2017Q1","90.4"
"Texas","Cost of Living Index","Index, High=High cost of living","2017Q2","90.6"
"Texas","Cost of Living Index","Index, High=High cost of living","2017Q3","91.6"
"Texas","Cost of Living Index","Index, High=High cost of living","2018Q1","91.3"
"Texas","Cost of Living Index","Index, High=High cost of living","2019Q1","18"
"Texas","Cost of Living Index","Index, High=High cost of living","2019Q2","91.5"
"Texas","Cost of Living Index","Index, High=High cost of living","2019Q3","92"
"Texas","Cost of Living Index","Index, High=High cost of living","2020Q1","91.7"
"Texas","Cost of Living Index","Index, High=High cost of living","2020Q3","92.3"
"Texas","Cost of Living Index","Index, High=High cost of living","2020Q4","92.6"
"Texas","Cost of Living Index","Index, High=High cost of living","2021Q1","92.3"
"Texas","Cost of Living Index","Index, High=High cost of living","2021Q2","92.6"
"Texas","Cost of Living Index","Index, High=High cost of living","2021Q3","92.6"
"Texas","Cost of Living Index","Index, High=High cost of living","2022Q1","92.1"
"Texas","Cost of Living Index","Index, High=High cost of living","2022Q2","90.9"
"Texas","Cost of Living Index","Index, High=High cost of living","2022Q3","92.6"
"Texas","Cost of Living Index","Index, High=High cost of living","2023Q1","93"
"Texas","Cost of Living Index","Index, High=High cost of living","2023Q2","92.9"
"Texas","Cost of Living Index","Index, High=High cost of living","2023Q3","93"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1960","9.870867"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1961","10.23595"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1962","10.58494"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1963","10.9259"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1964","11.39013"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1965","12.07589"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1966","12.92133"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1967","13.65313"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1968","14.8026"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1969","16.26681"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1970","17.57261"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1971","18.77135"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1972","19.95295"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1973","21.75998"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1974","24.2888"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1975","26.52213"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1976","28.41842"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1977","30.57928"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1978","33.24342"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1979","36.90191"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1980","41.3297"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1981","45.35831"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1982","47.99565"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1983","49.69875"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1984","51.61255"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1985","53.37795"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1986","54.61059"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1987","56.69002"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1988","58.9593"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1989","61.62793"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1990","64.55735"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1991","66.62524"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1992","68.71954"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1993","70.62793"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1994","72.55641"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1995","74.66792"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1996","76.96513"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1997","78.94827"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1998","80.35619"
"Tennessee","Cost of Living Index","Index, High=High cost of living","1999","82.19026"
"Tennessee","Cost of Living Index","Index, High=High cost of living","2000","85.40849"
"Tennessee","Cost of Living Index","Index, High=High cost of living","2001","87.62571"
"Tennessee","Cost of Living Index","Index, High=High cost of living","2002","89.28098"
